STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,FIPS,COUNTY
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,9/21/2020,,,0,0,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,9/22/2020,,,0,0,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,9/23/2020,,,0,0,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,9/24/2020,,,0,0,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,9/25/2020,,,0,0,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,9/26/2020,,,0.04,,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,9/27/2020,,,0,0,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,9/28/2020,,,0,0,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,9/29/2020,,,0.24,,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,9/30/2020,,,0.93,,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,10/1/2020,,,0,0,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,10/2/2020,,,0,0,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,10/3/2020,,,0,0,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,10/4/2020,,,0,0,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,10/5/2020,,,0,0,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,10/6/2020,,,0,0,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,10/7/2020,,,0,0,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,10/8/2020,,,0,0,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,10/9/2020,,,0,0,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,10/11/2020,2,0.03,,,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,10/12/2020,,,0.84,,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,10/13/2020,,,0.03,,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,10/14/2020,,,0,0,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,10/15/2020,,,0,0,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,10/16/2020,,,0,0,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,10/17/2020,,,0,0,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,10/18/2020,,,0,0,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,10/19/2020,,,0,0,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,10/20/2020,,,0,0,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,10/21/2020,,,0,0,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,10/22/2020,,,0,0,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,10/23/2020,,,0,0,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,10/24/2020,,,0,,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,10/25/2020,,,0.16,,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,10/26/2020,,,0.09,,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,10/27/2020,,,0,,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,10/28/2020,,,0,0,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,10/29/2020,,,0.85,,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,10/30/2020,,,0.81,,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,10/31/2020,,,0.01,,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,11/1/2020,,,0,0,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,11/3/2020,2,0,0,0,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,11/4/2020,,,0,0,,51165,Pittsylvania County
US1VARH0015,"BRIDGEWATER 0.3 SE, VA US",38.38273333,-78.96495,367.6,11/6/2020,,,0,0,,51165,Pittsylvania County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,3/17/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,3/18/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,3/19/2020,,,0.32,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,3/20/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,3/21/2020,,,0.08,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,3/22/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,3/23/2020,,,0.48,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,3/24/2020,,,0.1,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,3/25/2020,,,0.58,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,3/26/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,3/27/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,3/28/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,3/29/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,3/30/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,3/31/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,4/1/2020,,,0.52,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,4/2/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,4/3/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,4/4/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,4/5/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,4/6/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,4/7/2020,,,0.02,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,4/8/2020,,,0.08,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,4/9/2020,,,0.08,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,4/10/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,4/11/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,4/12/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,4/13/2020,,,2.01,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,4/14/2020,,,0.01,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,4/15/2020,,,0.48,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,4/16/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,4/17/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,4/18/2020,,,0.06,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,4/19/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,4/20/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,4/21/2020,,,0.36,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,4/22/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,4/23/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,4/24/2020,,,0.69,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,4/25/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,4/26/2020,,,1.2,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,4/27/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,4/28/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,4/29/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,4/30/2020,,,0.96,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/1/2020,,,0.43,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/2/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/3/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/4/2020,,,0.03,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/5/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/6/2020,,,0.22,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/7/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/8/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/9/2020,,,0.11,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/10/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/11/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/12/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/13/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/14/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/15/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/16/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/17/2020,,,0.5,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/18/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/19/2020,,,0.39,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/20/2020,,,0.58,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/21/2020,,,0.24,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/22/2020,,,1.44,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/23/2020,,,0.01,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/24/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/25/2020,,,0.01,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/26/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/27/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/28/2020,,,0.56,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/29/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/30/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,5/31/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,6/1/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,6/2/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,6/3/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,6/4/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,6/5/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,6/6/2020,,,0.15,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,6/7/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,6/8/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,6/9/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,6/10/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,6/11/2020,,,0.09,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,6/12/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,6/13/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,6/14/2020,,,0.09,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,6/15/2020,,,0.08,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,6/16/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,6/17/2020,,,1.02,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,6/18/2020,,,0.42,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,6/19/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,6/20/2020,,,0.16,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,6/21/2020,,,0.04,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,6/22/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,6/23/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,6/24/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,6/25/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,6/26/2020,,,0.01,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,6/27/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,6/28/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,6/29/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,6/30/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/1/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/2/2020,,,1.91,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/3/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/4/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/5/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/6/2020,,,0.07,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/7/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/8/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/9/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/10/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/11/2020,,,0.41,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/12/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/13/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/14/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/15/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/16/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/17/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/18/2020,,,0.05,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/19/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/20/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/21/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/22/2020,,,0.37,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/23/2020,,,1.23,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/24/2020,,,0.21,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/25/2020,,,0.02,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/26/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/27/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/28/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/29/2020,,,0.07,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/30/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,7/31/2020,,,1.1,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/1/2020,,,0.19,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/2/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/3/2020,,,0.22,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/4/2020,,,0.9,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/5/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/6/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/7/2020,,,1.02,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/8/2020,,,0.01,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/9/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/10/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/11/2020,,,0.08,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/12/2020,,,0.09,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/13/2020,,,0.52,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/14/2020,,,0.08,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/15/2020,,,1.31,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/16/2020,,,0.22,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/17/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/18/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/19/2020,,,0.25,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/20/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/21/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/22/2020,,,0.79,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/23/2020,,,0.02,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/24/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/25/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/26/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/27/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/28/2020,,,0.01,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/29/2020,,,0.02,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/30/2020,,,0.03,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,8/31/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,9/1/2020,,,2.61,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,9/2/2020,,,0.02,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,9/3/2020,,,0.13,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,9/4/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,9/5/2020,,,0,0,0,51029,Buckingham County
USC00441136,"BUCKINGHAM, VA US",37.5083,-78.5333,176.8,9/6/2020,,,0,0,0,51029,Buckingham County
